overall_rank,name,position,projected_points,uncertainty,player_id,code,team_name,status,news,prior_season,prior_points,prior_minutes,expected_minutes_season,projected_points_next_6,reliability,fixture_difficulty_next6,replacement_points,value_over_replacement,projection_method,promoted_team,new_to_history,manual_review
420,Matt O'Riley,MID,27.7119,10.0000,126,219249,Brighton,a,,2025-26,16.0000,202.0000,521.2000,4.3756,0.1122,3.0000,125.4383,-97.7265,2025/26 empirical-Bayes rate and minutes,False,False,True
421,Abdul Fatawu,MID,27.4504,10.0000,315,531442,Ipswich Town,a,,2024-25,26.0000,576.0000,590.6880,4.3343,0.3200,3.0000,125.4383,-97.9879,older PL history with recency discount,True,False,True
422,Ethan Pinnock,DEF,27.1395,10.0000,91,231065,Brentford,a,,2025-26,14.0000,318.0000,647.0000,4.2602,0.1767,3.1667,115.0131,-87.8736,2025/26 empirical-Bayes rate and minutes,False,False,True
423,Max Dowman,MID,26.8011,10.0000,20,616077,Arsenal,a,,2025-26,16.0000,152.0000,481.2000,4.2318,0.0844,3.0000,125.4383,-98.6372,2025/26 empirical-Bayes rate and minutes,False,False,True
424,Freddie Woodman,GK,26.7493,10.0000,352,155503,Liverpool,a,,2025-26,6.0000,212.0000,741.1000,4.2482,0.1178,2.8333,119.5420,-92.7928,2025/26 empirical-Bayes rate and minutes,False,False,True
425,Walter Benítez,GK,26.7387,10.0000,199,121709,Crystal Palace,a,,2025-26,7.0000,90.0000,643.5000,4.2219,0.0500,3.0000,119.5420,-92.8033,2025/26 empirical-Bayes rate and minutes,False,False,True
426,Luca Netz,DEF,25.9069,10.0000,478,470315,Nott'm Forest,a,,2025-26,11.0000,353.0000,675.0000,4.0906,0.1961,3.0000,115.0131,-89.1062,2025/26 empirical-Bayes rate and minutes,False,False,True
427,Luke Woolfenden,DEF,25.5098,10.0000,180,220583,Coventry City,a,,2024-25,18.0000,1187.0000,966.3840,4.0044,0.6594,3.1667,115.0131,-89.5033,older PL history with recency discount,True,False,True
428,Arnaud Kalimuendo,FWD,25.4726,10.0000,493,465680,Nott'm Forest,a,,2025-26,9.0000,89.0000,440.5000,4.0220,0.0494,3.0000,102.1080,-76.6354,2025/26 empirical-Bayes rate and minutes,False,False,True
429,Christian Walton,GK,25.3750,10.0000,300,108813,Ipswich Town,a,,2024-25,16.0000,630.0000,774.3600,4.0066,0.3500,3.0000,119.5420,-94.1670,older PL history with recency discount,True,False,True
430,Harrison Reed,MID,25.0868,10.0000,270,153366,Fulham,a,,2025-26,15.0000,89.0000,430.8000,3.9149,0.0494,3.3333,125.4383,-100.3515,2025/26 empirical-Bayes rate and minutes,False,False,True
431,Reiss Nelson,MID,24.7928,10.0000,24,200641,Arsenal,a,,2025-26,13.0000,118.0000,454.0000,3.9146,0.0656,3.0000,125.4383,-100.6455,2025/26 empirical-Bayes rate and minutes,False,False,True
432,Benoît Badiashile Mukinayi,DEF,24.7360,10.0000,146,242880,Chelsea,a,,2025-26,7.0000,470.0000,768.6000,3.9057,0.2611,3.0000,115.0131,-90.2771,2025/26 empirical-Bayes rate and minutes,False,False,True
433,Endo Wataru,MID,24.2746,10.0000,374,158983,Liverpool,d,Ankle injury - 75% chance of playing,2025-26,12.0000,170.0000,495.6000,3.5339,0.0831,2.8333,125.4383,-101.1637,2025/26 empirical-Bayes rate and minutes,False,False,True
434,Frank Onyeka,MID,23.7599,10.0000,104,428580,Coventry City,a,,2025-26,12.0000,88.0000,430.0000,3.7297,0.0489,3.1667,125.4383,-101.6784,2025/26 empirical-Bayes rate and minutes,True,False,True
435,Ben Gannon-Doak,MID,23.6554,10.0000,72,496208,Bournemouth,a,,2025-26,11.0000,105.0000,443.6000,3.6479,0.0583,3.6667,125.4383,-101.7829,2025/26 empirical-Bayes rate and minutes,False,False,True
436,Diego Coppola,DEF,23.5670,10.0000,117,550090,Brighton,a,,2025-26,10.0000,193.0000,547.0000,3.7211,0.1072,3.0000,115.0131,-91.4461,2025/26 empirical-Bayes rate and minutes,False,False,True
437,Kepa Arrizabalaga Revuelta,GK,23.4887,10.0000,2,109745,Arsenal,a,,2025-26,2.0000,90.0000,643.5000,3.7087,0.0500,3.0000,119.5420,-96.0533,2025/26 empirical-Bayes rate and minutes,False,False,True
438,Ethan Nwaneri,MID,23.3534,10.0000,22,499175,Arsenal,a,,2025-26,8.0000,165.0000,491.6000,3.6874,0.0917,3.0000,125.4383,-102.0850,2025/26 empirical-Bayes rate and minutes,False,False,True
439,Jonah Kusi-Asare,FWD,23.3264,10.0000,272,631786,Fulham,a,,2025-26,6.0000,49.0000,408.5000,3.6402,0.0272,3.3333,102.1080,-78.7815,2025/26 empirical-Bayes rate and minutes,False,False,True
440,Mateo Kovačić,MID,23.1336,10.0000,406,91651,Man City,a,,2025-26,9.0000,125.0000,459.6000,3.6527,0.0694,3.0000,125.4383,-102.3047,2025/26 empirical-Bayes rate and minutes,False,False,True
441,Levi Samuels Colwill,DEF,22.9503,10.0000,149,460028,Chelsea,a,,2025-26,8.0000,225.0000,572.6000,3.6237,0.1250,3.0000,115.0131,-92.0628,2025/26 empirical-Bayes rate and minutes,False,False,True
442,Alex Tóth,MID,22.8571,10.0000,76,614574,Bournemouth,a,,2025-26,8.0000,135.0000,467.6000,3.5248,0.0750,3.6667,125.4383,-102.5812,2025/26 empirical-Bayes rate and minutes,False,False,True
443,Hákon Rafn Valdimarsson,GK,22.8387,10.0000,83,507433,Brentford,a,,2025-26,1.0000,90.0000,643.5000,3.5851,0.0500,3.1667,119.5420,-96.7033,2025/26 empirical-Bayes rate and minutes,False,False,True
444,Ben Davies,DEF,22.7909,10.0000,508,115556,Spurs,a,,2025-26,10.0000,136.0000,501.4000,3.5986,0.0756,3.0000,115.0131,-92.2222,2025/26 empirical-Bayes rate and minutes,False,False,True
445,Christian Nørgaard,MID,21.8188,10.0000,21,128295,Arsenal,a,,2025-26,7.0000,101.0000,440.4000,3.4451,0.0561,3.0000,125.4383,-103.6195,2025/26 empirical-Bayes rate and minutes,False,False,True
446,Illan Meslier,GK,21.6767,10.0000,3,437495,Arsenal,a,,2025-26,0.0000,0.0000,571.5000,3.4226,0.0000,3.0000,119.5420,-97.8653,2025/26 empirical-Bayes rate and minutes,False,False,True
447,Fraser Forster,GK,21.6767,10.0000,58,40383,Bournemouth,a,,2025-26,0.0000,0.0000,571.5000,3.3428,0.0000,3.6667,119.5420,-97.8653,2025/26 empirical-Bayes rate and minutes,False,False,True
448,Will Dennis,GK,21.6767,10.0000,59,444172,Bournemouth,a,,2025-26,0.0000,0.0000,571.5000,3.3428,0.0000,3.6667,119.5420,-97.8653,2025/26 empirical-Bayes rate and minutes,False,False,True
449,Jason Steele,GK,21.6767,10.0000,111,49262,Brighton,a,,2025-26,0.0000,0.0000,571.5000,3.4226,0.0000,3.0000,119.5420,-97.8653,2025/26 empirical-Bayes rate and minutes,False,False,True
450,Mike Penders,GK,21.6767,10.0000,560,549939,Chelsea,a,,2025-26,0.0000,0.0000,571.5000,3.4226,0.0000,3.0000,119.5420,-97.8653,2025/26 empirical-Bayes rate and minutes,False,False,True
451,Carl Rushworth,GK,21.6767,10.0000,110,472739,Coventry City,a,,2025-26,0.0000,0.0000,571.5000,3.4027,0.0000,3.1667,119.5420,-97.8653,2025/26 empirical-Bayes rate and minutes,True,False,True
452,Remi Matthews,GK,21.6767,10.0000,555,169593,Crystal Palace,a,,2025-26,0.0000,0.0000,571.5000,3.4226,0.0000,3.0000,119.5420,-97.8653,2025/26 empirical-Bayes rate and minutes,False,False,True
453,Mark Travers,GK,21.6767,10.0000,227,229600,Everton,a,,2025-26,0.0000,0.0000,571.5000,3.4426,0.0000,2.8333,119.5420,-97.8653,2025/26 empirical-Bayes rate and minutes,False,False,True
454,Tom King,GK,21.6767,10.0000,228,138001,Everton,a,,2025-26,0.0000,0.0000,571.5000,3.4426,0.0000,2.8333,119.5420,-97.8653,2025/26 empirical-Bayes rate and minutes,False,False,True
455,Benjamin Lecomte,GK,21.6767,10.0000,251,86873,Fulham,a,,2025-26,0.0000,0.0000,571.5000,3.3827,0.0000,3.3333,119.5420,-97.8653,2025/26 empirical-Bayes rate and minutes,False,False,True
456,Alfie McNally,GK,21.6767,10.0000,252,505079,Fulham,a,,2025-26,0.0000,0.0000,571.5000,3.3827,0.0000,3.3333,119.5420,-97.8653,2025/26 empirical-Bayes rate and minutes,False,False,True
457,Kjell Scherpen,GK,21.6767,10.0000,564,240514,Ipswich Town,a,,2025-26,0.0000,0.0000,571.5000,3.4226,0.0000,3.0000,119.5420,-97.8653,2025/26 empirical-Bayes rate and minutes,True,False,True
458,Armin Pecsi,GK,21.6767,10.0000,353,586268,Liverpool,a,,2025-26,0.0000,0.0000,571.5000,3.4426,0.0000,2.8333,119.5420,-97.8653,2025/26 empirical-Bayes rate and minutes,False,False,True
459,Marcus Bettinelli,GK,21.6767,10.0000,386,122074,Man City,a,,2025-26,0.0000,0.0000,571.5000,3.4226,0.0000,3.0000,119.5420,-97.8653,2025/26 empirical-Bayes rate and minutes,False,False,True
460,Tom Heaton,GK,21.6767,10.0000,414,21205,Man Utd,a,,2025-26,0.0000,0.0000,571.5000,3.4426,0.0000,2.8333,119.5420,-97.8653,2025/26 empirical-Bayes rate and minutes,False,False,True
461,Mark Gillespie,GK,21.6767,10.0000,443,81441,Newcastle,a,,2025-26,0.0000,0.0000,571.5000,3.4426,0.0000,2.8333,119.5420,-97.8653,2025/26 empirical-Bayes rate and minutes,False,False,True
462,Brandon Austin,GK,21.6767,10.0000,495,214572,Spurs,a,,2025-26,0.0000,0.0000,571.5000,3.4226,0.0000,3.0000,119.5420,-97.8653,2025/26 empirical-Bayes rate and minutes,False,False,True
463,Anthony Patterson,GK,21.6767,10.0000,530,232571,Sunderland,a,,2025-26,0.0000,0.0000,571.5000,3.4226,0.0000,3.0000,119.5420,-97.8653,2025/26 empirical-Bayes rate and minutes,False,False,True
464,Fábio Freitas Gouveia Carvalho,MID,21.5059,10.0000,100,244858,Brentford,i,Knee injury - Unknown return date,2025-26,13.0000,100.0000,439.6000,2.6853,0.0389,3.1667,125.4383,-103.9324,2025/26 empirical-Bayes rate and minutes,False,False,True
465,Harvey Elliott,MID,21.0915,10.0000,383,444884,Liverpool,a,,2025-26,5.0000,110.0000,447.6000,3.3497,0.0611,2.8333,125.4383,-104.3468,2025/26 empirical-Bayes rate and minutes,False,False,True
466,Dane Scarlett,FWD,20.7457,10.0000,528,490145,Spurs,a,,2025-26,2.0000,7.0000,374.9000,3.2756,0.0039,3.0000,102.1080,-81.3622,2025/26 empirical-Bayes rate and minutes,False,False,True
467,Sean Neave,FWD,20.4574,10.0000,466,599303,Newcastle,a,,2025-26,1.0000,13.0000,379.7000,3.2490,0.0072,2.8333,102.1080,-81.6506,2025/26 empirical-Bayes rate and minutes,False,False,True
468,Igor Julio dos Santos de Paulo,DEF,20.4070,10.0000,118,223434,Brighton,a,,2025-26,6.0000,103.0000,475.0000,3.2222,0.0572,3.0000,115.0131,-94.6061,2025/26 empirical-Bayes rate and minutes,False,False,True
469,Max Alleyne,DEF,20.3582,10.0000,394,494307,Man City,a,,2025-26,5.0000,135.0000,500.6000,3.2145,0.0750,3.0000,115.0131,-94.6549,2025/26 empirical-Bayes rate and minutes,False,False,True
470,Borna Sosa,DEF,20.3507,10.0000,205,218364,Crystal Palace,a,,2025-26,6.0000,99.0000,471.8000,3.2133,0.0550,3.0000,115.0131,-94.6624,2025/26 empirical-Bayes rate and minutes,False,False,True
471,Harry Howell,MID,20.3467,10.0000,132,597320,Brighton,a,,2025-26,4.0000,92.0000,433.2000,3.2126,0.0511,3.0000,125.4383,-105.0916,2025/26 empirical-Bayes rate and minutes,False,False,True
472,Kaye Furo,FWD,20.2057,10.0000,107,593174,Brentford,a,,2025-26,1.0000,1.0000,370.1000,3.1718,0.0006,3.1667,102.1080,-81.9022,2025/26 empirical-Bayes rate and minutes,False,False,True
473,Shumaira Mheuka,FWD,20.2057,10.0000,169,567119,Chelsea,a,,2025-26,1.0000,1.0000,370.1000,3.1904,0.0006,3.0000,102.1080,-81.9022,2025/26 empirical-Bayes rate and minutes,False,False,True
474,Jack Fletcher,MID,20.1567,10.0000,434,547037,Man Utd,a,,2025-26,3.0000,107.0000,445.2000,3.2012,0.0594,2.8333,125.4383,-105.2816,2025/26 empirical-Bayes rate and minutes,False,False,True
475,Trey Nyoni,MID,19.8591,10.0000,375,591386,Liverpool,a,,2025-26,6.0000,21.0000,376.4000,3.1539,0.0117,2.8333,125.4383,-105.5792,2025/26 empirical-Bayes rate and minutes,False,False,True
476,Nicolas Jackson,FWD,19.7741,10.0000,166,517052,Chelsea,a,,2025-26,0.0000,0.0000,369.3000,3.1222,0.0000,3.0000,102.1080,-82.3338,2025/26 empirical-Bayes rate and minutes,False,False,True
477,Chido Obi,FWD,19.7741,10.0000,441,596047,Man Utd,a,,2025-26,0.0000,0.0000,369.3000,3.1404,0.0000,2.8333,102.1080,-82.3338,2025/26 empirical-Bayes rate and minutes,False,False,True
478,Zach Abbott,DEF,19.7481,10.0000,477,549067,Nott'm Forest,a,,2025-26,3.0000,165.0000,524.6000,3.1181,0.0917,3.0000,115.0131,-95.2650,2025/26 empirical-Bayes rate and minutes,False,False,True
479,Facundo Buonanotte,MID,19.7243,10.0000,128,536916,Brighton,a,,2025-26,3.0000,81.0000,424.4000,3.1144,0.0450,3.0000,125.4383,-105.7140,2025/26 empirical-Bayes rate and minutes,False,False,True
480,Andrés García,DEF,19.6539,10.0000,38,606798,Aston Villa,a,,2025-26,5.0000,83.0000,459.0000,3.1032,0.0461,3.0000,115.0131,-95.3592,2025/26 empirical-Bayes rate and minutes,False,False,True
481,João Victor de Souza Menezes,DEF,19.4760,10.0000,511,616221,Spurs,a,,2025-26,3.0000,142.0000,506.2000,3.0752,0.0789,3.0000,115.0131,-95.5370,2025/26 empirical-Bayes rate and minutes,False,False,True
482,Romain Esse,MID,19.4103,10.0000,216,606921,Crystal Palace,a,,2025-26,4.0000,40.0000,391.6000,3.0648,0.0222,3.0000,125.4383,-106.0280,2025/26 empirical-Bayes rate and minutes,False,False,True
483,Alysson Edward Franco da Rocha dos Santos,MID,19.1229,10.0000,52,653481,Aston Villa,a,,2025-26,3.0000,47.0000,397.2000,3.0194,0.0261,3.0000,125.4383,-106.3154,2025/26 empirical-Bayes rate and minutes,False,False,True
484,Shea Lacey,MID,18.9937,10.0000,435,576628,Man Utd,a,,2025-26,3.0000,40.0000,391.6000,3.0165,0.0222,2.8333,125.4383,-106.4446,2025/26 empirical-Bayes rate and minutes,False,False,True
485,Mamadou Sarr,DEF,18.9470,10.0000,150,574458,Chelsea,a,,2025-26,3.0000,100.0000,472.6000,2.9916,0.0556,3.0000,115.0131,-96.0661,2025/26 empirical-Bayes rate and minutes,False,False,True
486,Jenson Seelt,DEF,18.8832,10.0000,537,519634,Sunderland,a,,2025-26,2.0000,133.0000,499.0000,2.9816,0.0739,3.0000,115.0131,-96.1299,2025/26 empirical-Bayes rate and minutes,False,False,True
487,James Maddison,MID,18.8814,10.0000,515,172780,Spurs,a,,2025-26,3.0000,34.0000,386.8000,2.9813,0.0189,3.0000,125.4383,-106.5569,2025/26 empirical-Bayes rate and minutes,False,False,True
488,Ali Al-Hamadi,FWD,18.5234,10.0000,322,462387,Ipswich Town,a,,2024-25,8.0000,125.0000,337.8960,2.9248,0.0694,3.0000,102.1080,-83.5846,older PL history with recency discount,True,False,True
489,Rio Cardines,DEF,18.3451,10.0000,220,590014,Crystal Palace,a,,2025-26,2.0000,90.0000,464.6000,2.8966,0.0500,3.0000,115.0131,-96.6680,2025/26 empirical-Bayes rate and minutes,False,False,True
490,Arthur Masuaku,DEF,18.3060,10.0000,540,105717,Sunderland,a,,2025-26,1.0000,125.0000,492.6000,2.8904,0.0694,3.0000,115.0131,-96.7071,2025/26 empirical-Bayes rate and minutes,False,False,True
491,George Hemmings,MID,18.2998,10.0000,51,577285,Aston Villa,a,,2025-26,2.0000,25.0000,379.6000,2.8894,0.0139,3.0000,125.4383,-107.1385,2025/26 empirical-Bayes rate and minutes,False,False,True
492,Divine Mukasa,MID,18.2998,10.0000,409,590039,Man City,a,,2025-26,2.0000,25.0000,379.6000,2.8894,0.0139,3.0000,125.4383,-107.1385,2025/26 empirical-Bayes rate and minutes,False,False,True
493,Tyler Fletcher,MID,18.1483,10.0000,438,519913,Man Utd,a,,2025-26,2.0000,17.0000,373.2000,2.8822,0.0094,2.8333,125.4383,-107.2900,2025/26 empirical-Bayes rate and minutes,False,False,True
494,Djiamgone Jocelin Ta Bi,MID,18.1249,10.0000,550,699989,Sunderland,a,,2025-26,1.0000,38.0000,390.0000,2.8618,0.0211,3.0000,125.4383,-107.3134,2025/26 empirical-Bayes rate and minutes,False,False,True
495,Julio Soler Barreto,DEF,18.0195,10.0000,66,575901,Bournemouth,a,,2025-26,3.0000,34.0000,419.8000,2.7788,0.0189,3.6667,115.0131,-96.9936,2025/26 empirical-Bayes rate and minutes,False,False,True
496,Joél Drakes-Thomas,MID,17.9550,10.0000,221,672492,Crystal Palace,a,,2025-26,2.0000,7.0000,365.2000,2.8350,0.0039,3.0000,125.4383,-107.4833,2025/26 empirical-Bayes rate and minutes,False,False,True
497,Dário Luís Essugo,MID,17.9078,10.0000,163,491007,Chelsea,a,,2025-26,1.0000,26.0000,380.4000,2.8275,0.0144,3.0000,125.4383,-107.5305,2025/26 empirical-Bayes rate and minutes,False,False,True
498,Josh Dasilva,MID,17.8568,10.0000,103,183656,Brentford,a,,2025-26,2.0000,2.0000,361.2000,2.8030,0.0011,3.1667,125.4383,-107.5815,2025/26 empirical-Bayes rate and minutes,False,False,True
499,Bradley Burrowes,MID,17.7226,10.0000,50,645618,Aston Villa,a,,2025-26,1.0000,16.0000,372.4000,2.7983,0.0089,3.0000,125.4383,-107.7157,2025/26 empirical-Bayes rate and minutes,False,False,True
500,Bendito Mantato,MID,17.7038,10.0000,437,576620,Man Utd,a,,2025-26,1.0000,15.0000,371.6000,2.8116,0.0083,2.8333,125.4383,-107.7345,2025/26 empirical-Bayes rate and minutes,False,False,True
501,Callum Olusesi,MID,17.6850,10.0000,524,499726,Spurs,a,,2025-26,1.0000,14.0000,370.8000,2.7924,0.0078,3.0000,125.4383,-107.7533,2025/26 empirical-Bayes rate and minutes,False,False,True
502,Antoni Milambo,MID,17.5190,10.0000,99,543295,Brentford,d,Knee injury - 75% chance of playing,2025-26,1.0000,45.0000,395.6000,2.5208,0.0220,3.1667,125.4383,-107.9193,2025/26 empirical-Bayes rate and minutes,False,False,True
503,Nehemiah Oriola,MID,17.4370,10.0000,134,556637,Brighton,a,,2025-26,1.0000,1.0000,360.4000,2.7532,0.0006,3.0000,125.4383,-108.0013,2025/26 empirical-Bayes rate and minutes,False,False,True
504,Evan Ferguson,FWD,17.4012,10.0000,139,487117,Brighton,i,Ankle injury - Expected back 10 Oct,2025-26,0.0000,0.0000,369.3000,2.1856,0.0000,3.0000,102.1080,-84.7067,2025/26 empirical-Bayes rate and minutes,False,False,True
505,Mateo Joseph Fernández-Regatillo,FWD,17.4012,10.0000,349,565297,Leeds,i,Knee injury - Unknown return date,2025-26,0.0000,0.0000,369.3000,2.1728,0.0000,3.1667,102.1080,-84.7067,2025/26 empirical-Bayes rate and minutes,False,False,True
506,Jayden Danns,FWD,17.4012,10.0000,382,500058,Liverpool,i,Unspecified injury - Unknown return date,2025-26,0.0000,0.0000,369.3000,2.1983,0.0000,2.8333,102.1080,-84.7067,2025/26 empirical-Bayes rate and minutes,False,False,True
507,Chiedozie Ogbene,MID,17.2472,10.0000,314,229164,Ipswich Town,a,,2024-25,7.0000,237.0000,395.4240,2.7232,0.1317,3.0000,125.4383,-108.1911,older PL history with recency discount,True,False,True
508,Alex Murphy,DEF,17.1621,10.0000,451,545477,Newcastle,a,,2025-26,2.0000,7.0000,398.2000,2.7256,0.0039,2.8333,115.0131,-97.8510,2025/26 empirical-Bayes rate and minutes,False,False,True
509,Fábio Ferreira Vieira,MID,17.0181,10.0000,23,438098,Arsenal,a,,2025-26,0.0000,0.0000,359.6000,2.6871,0.0000,3.0000,125.4383,-108.4202,2025/26 empirical-Bayes rate and minutes,False,False,True
510,Samuel Iling-Junior,MID,17.0181,10.0000,49,469247,Aston Villa,a,,2025-26,0.0000,0.0000,359.6000,2.6871,0.0000,3.0000,125.4383,-108.4202,2025/26 empirical-Bayes rate and minutes,False,False,True
511,Matheus França de Oliveira,MID,17.0181,10.0000,217,536694,Crystal Palace,a,,2025-26,0.0000,0.0000,359.6000,2.6871,0.0000,3.0000,125.4383,-108.4202,2025/26 empirical-Bayes rate and minutes,False,False,True
512,Cheick Doucouré,MID,17.0181,10.0000,218,438464,Crystal Palace,a,,2025-26,0.0000,0.0000,359.6000,2.6871,0.0000,3.0000,125.4383,-108.4202,2025/26 empirical-Bayes rate and minutes,False,False,True
513,Jesurun Rak-Sakyi,MID,17.0181,10.0000,219,450542,Crystal Palace,a,,2025-26,0.0000,0.0000,359.6000,2.6871,0.0000,3.0000,125.4383,-108.4202,2025/26 empirical-Bayes rate and minutes,False,False,True
514,Joe Gelhardt,MID,17.0181,10.0000,340,462635,Leeds,a,,2025-26,0.0000,0.0000,359.6000,2.6714,0.0000,3.1667,125.4383,-108.4202,2025/26 empirical-Bayes rate and minutes,False,False,True
515,James McConnell,MID,17.0181,10.0000,378,491501,Liverpool,a,,2025-26,0.0000,0.0000,359.6000,2.7027,0.0000,2.8333,125.4383,-108.4202,2025/26 empirical-Bayes rate and minutes,False,False,True
516,Claudio Echeverri,MID,17.0181,10.0000,407,575204,Man City,a,,2025-26,0.0000,0.0000,359.6000,2.6871,0.0000,3.0000,125.4383,-108.4202,2025/26 empirical-Bayes rate and minutes,False,False,True
517,Kalvin Phillips,MID,17.0181,10.0000,408,155405,Man City,a,,2025-26,0.0000,0.0000,359.6000,2.6871,0.0000,3.0000,125.4383,-108.4202,2025/26 empirical-Bayes rate and minutes,False,False,True
518,Marcus Rashford,MID,17.0181,10.0000,429,176297,Man Utd,a,,2025-26,0.0000,0.0000,359.6000,2.7027,0.0000,2.8333,125.4383,-108.4202,2025/26 empirical-Bayes rate and minutes,False,False,True
519,Toby Collyer,MID,17.0181,10.0000,436,490881,Man Utd,a,,2025-26,0.0000,0.0000,359.6000,2.7027,0.0000,2.8333,125.4383,-108.4202,2025/26 empirical-Bayes rate and minutes,False,False,True
520,Mikey Moore,MID,17.0181,10.0000,523,499721,Spurs,a,,2025-26,0.0000,0.0000,359.6000,2.6871,0.0000,3.0000,125.4383,-108.4202,2025/26 empirical-Bayes rate and minutes,False,False,True
521,Tyler Fredricson,DEF,16.6468,10.0000,425,547676,Man Utd,a,,2025-26,1.0000,2.0000,394.2000,2.6438,0.0011,2.8333,115.0131,-98.3662,2025/26 empirical-Bayes rate and minutes,False,False,True
522,Jun'ai Byfield,DEF,16.6315,10.0000,509,640419,Spurs,a,,2025-26,1.0000,1.0000,393.4000,2.6260,0.0006,3.0000,115.0131,-98.3816,2025/26 empirical-Bayes rate and minutes,False,False,True
523,James Rowswell,DEF,16.6315,10.0000,510,499716,Spurs,a,,2025-26,1.0000,1.0000,393.4000,2.6260,0.0006,3.0000,115.0131,-98.3816,2025/26 empirical-Bayes rate and minutes,False,False,True
524,Julián Araujo Zúñiga,DEF,16.1799,10.0000,65,436893,Bournemouth,a,,2025-26,0.0000,0.0000,392.6000,2.4951,0.0000,3.6667,115.0131,-98.8332,2025/26 empirical-Bayes rate and minutes,False,False,True
525,Kim Ji-soo,DEF,16.1799,10.0000,92,570241,Brentford,a,,2025-26,0.0000,0.0000,392.6000,2.5398,0.0000,3.1667,115.0131,-98.8332,2025/26 empirical-Bayes rate and minutes,False,False,True
526,Luka Vušković,DEF,16.1799,10.0000,504,610799,Brighton,a,,2025-26,0.0000,0.0000,392.6000,2.5547,0.0000,3.0000,115.0131,-98.8332,2025/26 empirical-Bayes rate and minutes,False,False,True
527,Aaron Anselmino,DEF,16.1799,10.0000,561,622758,Chelsea,a,,2025-26,0.0000,0.0000,392.6000,2.5547,0.0000,3.0000,115.0131,-98.8332,2025/26 empirical-Bayes rate and minutes,False,False,True
528,Adam Aznou,DEF,16.1799,10.0000,235,499300,Everton,a,,2025-26,0.0000,0.0000,392.6000,2.5696,0.0000,2.8333,115.0131,-98.8332,2025/26 empirical-Bayes rate and minutes,False,False,True
529,Matt Targett,DEF,16.1799,10.0000,556,169359,Hull City,a,,2025-26,0.0000,0.0000,392.6000,2.5398,0.0000,3.1667,115.0131,-98.8332,2025/26 empirical-Bayes rate and minutes,True,False,True
530,Wellity Lucky,DEF,16.1799,10.0000,361,519440,Liverpool,a,,2025-26,0.0000,0.0000,392.6000,2.5696,0.0000,2.8333,115.0131,-98.8332,2025/26 empirical-Bayes rate and minutes,False,False,True
531,Kostas Tsimikas,DEF,16.1799,10.0000,364,214285,Liverpool,a,,2025-26,0.0000,0.0000,392.6000,2.5696,0.0000,2.8333,115.0131,-98.8332,2025/26 empirical-Bayes rate and minutes,False,False,True
532,Calvin Ramsay,DEF,16.1799,10.0000,365,489580,Liverpool,a,,2025-26,0.0000,0.0000,392.6000,2.5696,0.0000,2.8333,115.0131,-98.8332,2025/26 empirical-Bayes rate and minutes,False,False,True
533,Vitor de Oliveira Nunes dos Reis,DEF,16.1799,10.0000,396,616222,Man City,a,,2025-26,0.0000,0.0000,392.6000,2.5547,0.0000,3.0000,115.0131,-98.8332,2025/26 empirical-Bayes rate and minutes,False,False,True
534,Harry Amass,DEF,16.1799,10.0000,424,577974,Man Utd,a,,2025-26,0.0000,0.0000,392.6000,2.5696,0.0000,2.8333,115.0131,-98.8332,2025/26 empirical-Bayes rate and minutes,False,False,True
535,Omar Richards,DEF,16.1799,10.0000,476,204822,Nott'm Forest,a,,2025-26,0.0000,0.0000,392.6000,2.5547,0.0000,3.0000,115.0131,-98.8332,2025/26 empirical-Bayes rate and minutes,False,False,True
536,Ashley Phillips,DEF,16.1799,10.0000,507,548308,Spurs,a,,2025-26,0.0000,0.0000,392.6000,2.5547,0.0000,3.0000,115.0131,-98.8332,2025/26 empirical-Bayes rate and minutes,False,False,True
537,Leo Fuhr Hjelde,DEF,16.1799,10.0000,538,477547,Sunderland,a,,2025-26,0.0000,0.0000,392.6000,2.5547,0.0000,3.0000,115.0131,-98.8332,2025/26 empirical-Bayes rate and minutes,False,False,True
538,Darnell Furlong,DEF,16.0504,10.0000,308,176420,Ipswich Town,a,,2020-21,79.0000,2931.0000,529.6644,2.5343,1.0000,3.0000,115.0131,-98.9627,older PL history with recency discount,True,False,True
539,Jeremy Monga,MID,15.7607,10.0000,410,649208,Man City,a,,2024-25,7.0000,105.0000,319.3920,2.4885,0.0583,3.0000,125.4383,-109.6776,older PL history with recency discount,False,False,True
540,Harvey Davies,GK,15.6072,10.0000,355,464353,Liverpool,a,,2024-25,0.0000,0.0000,411.4800,2.4787,0.0000,2.8333,119.5420,-103.9348,older PL history with recency discount,False,False,True
541,Darko Gyabi,MID,14.9759,10.0000,297,470294,Hull City,i,Thigh injury - Unknown return date,2025-26,0.0000,0.0000,359.6000,1.8700,0.0000,3.1667,125.4383,-110.4624,2025/26 empirical-Bayes rate and minutes,True,False,True
542,Stefan Bajčetić Maquieira,MID,14.9759,10.0000,376,535928,Liverpool,i,Hamstring injury - Expected back 23 Aug,2025-26,0.0000,0.0000,359.6000,1.8919,0.0000,2.8333,125.4383,-110.4624,2025/26 empirical-Bayes rate and minutes,False,False,True
543,Dejan Kulusevski,MID,14.9759,10.0000,521,445044,Spurs,i,Knee injury - Unknown return date,2025-26,0.0000,0.0000,359.6000,1.8809,0.0000,3.0000,125.4383,-110.4624,2025/26 empirical-Bayes rate and minutes,False,False,True
